CustomerID,Recency,Frequency,Monetary
15972,456,5,1810.27
17165,284,6,1794.32
14850,312,7,1794.01
13711,219,9,1792.26
12369,413,3,1791.15
18214,531,4,1780.34
13920,432,4,1774.68
16124,317,4,1772.49
14933,444,4,1770.0
13648,400,8,1764.02
15777,241,7,1762.61
16087,389,5,1739.92
13531,205,6,1738.52
14304,223,3,1725.01
16010,246,11,1724.06
13665,386,3,1711.66
15607,337,9,1708.97
16329,428,4,1703.07
15911,624,8,1702.34
15326,334,5,1700.52
12932,539,8,1698.56
13294,190,3,1689.53
12813,502,3,1687.8
15732,212,10,1682.07
13800,310,3,1679.56
13649,257,6,1678.88
12870,375,3,1676.95
14831,680,3,1676.57
15167,321,5,1659.67
16625,275,5,1654.03
18085,330,4,1645.75
15013,488,10,1641.3
13506,316,5,1639.2
13554,380,7,1638.28
16256,267,3,1629.37
13154,399,3,1624.84
14695,519,3,1620.07
15422,323,7,1619.97
17814,375,2,1617.32
16860,453,3,1610.62
17853,407,3,1608.19
14920,213,3,1607.17
13740,241,5,1597.77
13239,262,5,1594.69
17028,581,3,1593.83
13156,385,3,1586.54
16096,264,4,1584.97
15279,355,5,1580.54
13202,394,7,1580.3
12549,576,6,1575.68
14489,207,4,1574.93
14136,401,5,1570.81
17851,422,6,1563.34
13042,598,3,1556.54
13360,432,4,1553.65
14186,427,5,1550.63
12926,411,4,1548.46
17454,192,10,1547.94
12754,236,3,1536.1799999999998
15798,493,3,1535.37
16714,219,4,1529.8
17610,540,5,1529.49
14068,320,4,1528.37
17990,237,6,1527.61
14220,247,4,1515.0
16037,270,5,1509.34
18074,374,2,1509.04
15590,382,5,1496.6
15882,199,8,1495.98
15173,381,7,1494.6
16314,390,3,1491.4
16980,255,3,1473.33
16586,249,3,1462.78
18106,330,6,1461.46
17582,236,5,1450.7
12755,281,10,1441.86
16727,364,4,1437.42
12805,382,4,1434.95
12389,403,3,1433.33
13475,191,4,1431.78
18071,258,6,1428.63
17438,254,5,1422.77
16926,371,5,1421.35
15223,226,5,1417.95
17496,359,4,1412.89
17908,374,5,1411.54
17714,321,5,1410.18
16854,417,2,1408.96
14909,437,3,1404.68
12765,472,6,1404.58
18202,200,3,1396.99
16300,430,3,1392.43
15141,458,7,1388.47
13382,281,5,1387.58
15580,377,8,1381.19
15751,461,11,1380.44
13074,511,4,1378.74
17150,377,6,1375.65
14114,274,7,1364.09
15347,366,4,1363.6
16588,386,4,1361.28
12591,317,3,1352.15
14320,207,5,1346.75
16692,256,3,1343.5
17499,290,2,1341.39
13803,255,3,1338.91
13783,570,3,1335.24
16894,502,3,1324.06
12960,414,4,1322.0700000000002
13497,283,6,1320.3300000000002
16296,626,4,1313.67
16756,215,7,1312.37
12639,239,3,1312.37
13855,501,4,1310.34
16282,340,3,1307.58
14479,254,4,1299.11
18286,477,2,1296.43
13440,423,7,1295.25
14679,382,3,1289.44
14821,367,7,1286.45
13443,449,6,1280.16
17862,324,4,1279.09
13243,203,5,1278.04
14478,382,4,1276.66
13916,464,4,1275.81
17478,408,2,1272.8000000000002
17132,452,2,1272.8
15439,405,4,1269.05
17531,190,3,1266.82
17635,424,3,1265.58
16167,414,5,1265.16
13065,373,5,1260.91
17343,355,6,1259.94
12402,323,6,1256.9
15064,410,4,1254.41
15441,396,3,1254.21
13902,632,4,1250.36
13201,502,4,1240.61
17529,610,2,1240.25
13863,248,4,1239.55
12605,376,4,1232.95
16159,282,4,1232.79
16129,407,3,1231.05
13019,379,6,1229.95
17342,380,4,1227.54
12866,283,3,1227.35
17539,618,4,1226.57
17456,365,2,1225.42
15303,290,3,1224.18
16946,383,5,1222.04
14430,512,3,1220.9
13299,268,3,1218.7
13304,351,4,1217.99
15661,317,8,1215.95
15377,383,4,1211.75
13723,217,6,1209.2
17062,314,6,1208.22
18057,393,3,1203.56
15600,428,4,1199.31
17713,382,4,1198.09
16307,429,3,1194.92
13293,392,6,1192.94
16306,214,7,1192.82
13976,207,4,1192.36
16471,275,4,1189.98
17239,313,4,1189.45
14275,396,6,1189.38
18060,408,2,1185.46
14206,239,3,1185.01
17021,442,6,1182.22
13797,437,3,1179.45
18025,380,6,1177.72
15210,225,3,1176.19
14370,451,6,1175.78
14693,265,7,1165.36
17525,360,3,1161.9
12972,414,4,1161.2
15879,404,4,1157.3
17127,429,5,1155.0300000000002
13462,253,5,1153.85
17978,365,4,1150.72
16521,415,3,1148.01
17477,613,2,1144.3
17770,199,5,1143.27
18218,211,4,1142.0
16769,260,4,1141.75
15586,593,3,1139.1
17137,416,6,1133.63
13393,584,4,1131.45
15695,267,4,1131.04
17622,598,2,1130.21
12373,311,3,1127.65
17492,248,3,1122.42
13368,257,4,1121.5
17871,205,5,1118.99
14672,235,4,1113.14
16702,415,4,1110.83
16391,401,4,1103.61
13295,360,4,1101.97
12785,364,3,1100.4
14009,198,3,1099.91
17366,432,2,1096.24
17726,395,7,1092.06
14199,218,4,1091.7
14813,370,4,1090.87
14343,421,4,1088.91
17142,239,4,1088.75
13567,428,4,1083.69
16231,379,4,1078.22
16048,373,4,1075.23
17277,228,2,1065.35
17849,218,8,1063.76
15003,473,6,1060.7
17421,386,3,1059.41
14734,426,4,1056.42
12791,374,6,1056.11
17578,218,7,1047.33
13613,453,5,1039.85
16787,398,4,1035.43
12811,261,5,1033.9
14248,318,3,1032.95
16227,225,3,1027.22
15887,407,3,1027.15
17310,387,2,1025.1
17362,239,7,1024.04
12793,335,3,1017.33
13641,641,5,1016.47
13333,411,3,1015.74
17860,369,4,1015.54
16623,246,4,1015.24
14355,366,3,1014.45
12410,309,3,1013.71
16435,512,3,1011.57
13039,584,4,1010.73
14510,376,3,1007.28
15771,604,3,1006.54
13857,393,6,1001.01
15508,189,6,1000.27
13965,477,3,996.61
16838,197,4,994.61
16699,380,7,994.6
15973,367,3,988.44
16130,422,4,987.48
16661,540,4,986.63
13439,255,3,986.61
16254,378,3,985.14
15109,246,3,983.1
14230,436,3,979.8
14454,376,5,977.3
12525,498,3,973.73
14350,274,3,972.03
13223,200,6,969.12
15268,479,3,961.9
17544,390,3,960.69
14994,382,5,960.63
14437,366,5,958.84
16947,236,5,955.21
12414,217,6,952.41
14615,394,5,951.76
17955,199,6,949.9
15723,365,4,947.65
17356,312,5,946.47
17604,217,6,945.93
16199,392,7,942.75
14326,242,3,940.98
17363,395,3,940.86
15107,311,9,940.35
16109,219,3,939.48
14605,374,4,937.16
17020,542,2,935.62
17472,191,4,935.1
14924,246,3,931.01
16034,196,6,928.72
13288,443,5,927.61
16975,423,3,926.12
17143,417,2,924.11
17322,376,5,922.59
12998,493,3,920.08
13872,527,3,919.57
16387,323,5,918.55
15542,512,3,918.45
14061,507,3,917.43
14423,218,3,916.61
14549,311,4,916.55
14176,297,5,916.01
14839,418,3,915.28
16138,379,3,910.35
14729,374,3,907.38
15180,367,3,904.43
17746,240,4,904.18
17176,202,3,902.32
17226,309,3,900.12
16834,228,2,898.9599999999999
14065,389,3,891.02
16228,385,3,890.81
17968,374,4,888.0400000000001
15259,513,4,887.38
14316,422,5,886.5
14686,414,5,885.83
18141,402,2,882.47
17223,310,3,873.53
15224,358,5,871.36
17167,380,3,867.11
17358,303,5,866.0500000000001
13922,352,3,865.2
13891,378,3,863.5600000000001
15266,338,5,852.21
13479,201,4,851.37
18108,254,3,848.8100000000001
16798,554,3,848.71
14202,381,3,847.76
18078,217,4,844.6
15070,373,3,843.25
17638,647,2,842.4000000000001
18247,415,3,839.73
17332,528,5,838.27
13795,388,4,836.3
14556,596,3,835.34
15759,218,7,830.9300000000001
17003,402,4,830.16
15617,396,3,828.5500000000001
15945,365,4,827.27
17880,365,3,824.9200000000001
14260,471,3,824.28
15314,199,3,820.45
17952,378,4,819.61
17683,386,3,819.01
13595,517,3,818.22
14890,254,3,817.25
16943,212,3,816.73
14872,484,3,816.6
16658,368,6,814.07
17194,274,3,812.5
17251,363,3,812.4300000000001
13415,473,4,800.67
17023,417,3,800.1800000000001
13041,451,4,799.13
17801,451,3,798.33
15309,611,4,797.96
17281,374,6,797.85
16155,382,5,796.9
17212,253,3,794.41
16679,366,3,793.06
16250,261,3,791.38
13484,241,3,790.72
16972,383,2,786.25
13770,422,4,785.37
13287,603,3,781.59
15246,238,3,780.4
17691,358,4,780.0500000000001
13781,251,3,778.83
17482,487,2,778.19
15092,215,3,776.46
17889,212,7,774.87
16565,364,4,773.05
14247,278,5,772.66
15331,500,3,767.91
16392,270,3,763.05
17141,418,4,754.33
13070,192,4,751.7
14048,305,3,748.69
14942,402,4,746.56
18190,192,5,745.62
14228,438,3,745.5
13713,408,3,743.26
15420,434,6,743.0
14302,431,3,742.9000000000001
17005,471,2,742.36
18275,578,2,741.85
17756,376,3,733.7
17825,599,4,731.96
17548,234,4,731.26
17681,597,5,731.2
13921,402,4,730.7
17834,415,2,730.47
17547,376,2,727.85
17374,219,3,727.11
13729,436,3,724.73
13057,530,3,722.09
12573,227,5,717.41
17051,194,4,714.39
13512,261,4,713.39
14699,214,4,702.6
16997,288,3,702.0
13101,234,4,695.4
12817,281,3,690.98
15361,362,4,689.07
13585,531,3,684.54
15207,416,3,683.92
12601,190,6,681.26
18271,610,2,680.85
13809,305,3,679.7
17782,383,2,679.02
14182,444,4,678.77
15562,352,3,673.38
16226,203,5,672.17
15643,192,3,664.0
13474,236,3,663.79
16862,547,4,662.33
14425,435,3,661.39
13820,418,3,660.65
17375,199,4,660.55
16428,414,3,660.28
13433,501,4,658.32
15715,556,5,658.02
14558,654,3,655.5
16117,190,3,654.4
17963,471,4,651.51
17380,434,3,645.0
16431,213,3,642.81
15183,548,3,639.93
12734,353,3,639.65
17998,380,3,639.24
17334,302,3,635.15
13540,467,3,632.39
18183,227,2,632.07
14283,463,4,628.44
16158,522,9,628.32
14455,432,4,628.21
17392,307,3,626.56
16792,282,5,623.46
17639,276,6,615.17
16844,563,2,614.34
14570,281,3,613.75
17035,246,4,613.59
