CustomerID,Recency,Frequency,Monetary
16545,165,2,689.82
12837,173,2,688.41
14809,621,2,686.76
15880,369,1,686.56
13898,326,2,686.4
15219,176,2,685.45
14222,177,1,683.17
13987,380,2,682.54
14151,673,2,679.45
14563,510,2,679.44
16646,449,1,678.8
13925,93,4,678.25
17462,60,2,675.69
13325,82,1,675.3
13355,122,1,674.7
13951,176,3,674.45
18121,149,2,673.1
12875,143,4,671.5500000000001
13398,192,2,670.34
13741,72,3,668.4300000000001
16268,71,2,667.65
17308,393,1,666.72
13217,122,4,666.48
17105,159,2,665.78
16132,544,2,664.1999999999999
16573,85,2,663.61
15350,373,2,663.25
13864,387,1,662.4000000000001
12386,338,2,660.8
14603,275,1,660.0
15405,189,2,659.84
13518,86,1,659.44
13622,696,1,658.95
15648,204,2,657.35
17398,115,3,653.38
15205,85,2,653.24
13840,416,1,651.4
15276,66,4,649.53
14024,122,3,645.74
17312,139,3,644.3
13237,388,1,643.0
12624,106,2,641.13
12880,382,2,640.13
12699,418,1,638.11
17134,107,3,637.1
15829,99,2,636.14
16534,642,1,635.9
14365,395,2,634.68
15666,472,2,632.94
14237,373,2,632.14
13444,374,2,631.6800000000001
13706,303,2,631.1700000000001
16193,237,2,630.4300000000001
16022,260,1,628.28
13480,417,2,627.82
14036,285,1,626.65
16715,78,2,625.52
14169,431,2,624.4300000000001
15147,240,1,623.5
15258,169,2,623.16
12575,457,2,622.82
14115,502,2,622.67
13836,399,2,620.37
14339,243,2,620.27
14529,60,3,620.04
16776,60,2,619.85
13020,563,2,618.96
13493,275,2,618.63
16613,70,1,618.59
13301,104,4,618.09
15956,551,2,617.6
14377,191,2,617.05
13369,366,1,616.5600000000001
15362,449,2,613.08
16116,212,1,612.78
16178,138,2,612.6
13563,84,2,612.53
12513,113,1,612.29
13008,323,3,612.13
15232,113,2,612.06
16922,573,1,611.08
13731,219,2,610.59
17325,280,3,609.5699999999999
16675,442,2,608.86
13933,109,2,608.79
17473,409,2,607.0
16590,401,2,605.9
17507,262,2,605.58
16780,100,3,605.55
14323,115,2,605.0600000000001
17270,469,2,604.4
14611,444,2,604.33
14417,388,1,604.2
12707,292,1,603.42
18264,499,1,603.25
17890,323,2,602.09
14670,280,3,602.0
14254,433,1,601.03
12420,64,1,600.39
17745,478,2,600.34
17678,264,2,599.76
12521,143,1,599.6800000000001
14965,96,2,599.0
15424,254,3,597.78
14170,375,3,597.33
13684,286,4,596.98
15631,642,1,596.67
15346,333,3,596.12
14771,621,2,594.62
15442,249,1,594.0
15929,644,1,594.0
14746,406,4,593.5
13472,464,2,592.24
17815,393,1,591.96
17156,492,1,591.87
12790,192,2,591.85
13811,184,2,591.75
17098,382,3,591.07
15160,357,4,589.27
15624,117,4,588.13
15191,463,3,588.05
17773,514,2,585.27
12800,470,3,584.25
15762,65,2,583.75
16001,381,1,583.39
15918,191,3,582.88
16100,463,1,582.64
16802,679,2,582.61
17970,211,1,582.59
17099,533,1,582.17
14742,435,1,579.85
15588,678,1,579.6
15959,682,3,579.49
18262,140,3,577.54
12859,459,1,575.1
13262,263,3,573.45
15415,313,1,572.8100000000001
13424,450,1,572.77
13179,619,1,572.3100000000001
14053,124,4,572.3
12816,96,2,572.2
15691,252,4,571.3
18053,71,3,571.07
13190,544,3,570.66
15315,64,2,570.5
16667,68,2,570.13
17433,88,2,569.96
15169,382,2,569.22
13406,427,2,568.92
18244,431,2,568.64
13321,72,2,567.36
14208,95,2,567.05
15627,457,2,566.9
14986,376,2,566.9
13998,447,3,566.7
15143,226,2,563.63
17665,493,1,563.1
17195,655,1,562.98
17265,139,2,562.9
16111,428,1,562.48
12559,311,2,561.71
15655,243,1,560.6700000000001
17413,405,2,560.14
15055,475,3,560.07
13260,61,1,557.62
18049,437,2,556.52
13677,405,2,556.1899999999999
13024,471,2,555.87
15102,531,2,554.67
18056,288,2,554.6
16641,106,2,554.5
15650,522,2,553.88
17407,412,1,552.9
17016,577,1,552.4
12363,110,2,552.0
18098,396,1,550.84
17291,308,1,550.8000000000001
12390,80,1,549.84
15200,495,1,549.0500000000001
16536,110,1,548.97
16031,92,2,548.94
15842,393,2,548.8000000000001
13948,361,4,548.76
18212,326,2,546.72
12743,134,2,546.43
15080,428,2,546.25
17248,120,2,546.16
13955,154,3,545.17
15728,380,2,544.6
18207,499,1,544.47
13390,75,1,544.08
16927,116,3,543.05
17514,128,2,542.83
13785,429,4,542.49
15675,81,4,542.04
16230,190,2,542.03
16060,401,3,541.95
17643,373,2,541.25
16576,420,2,540.87
12819,458,1,540.52
12958,400,2,539.49
17524,361,3,539.14
13961,392,1,538.4
17269,386,1,537.46
18140,474,1,536.41
16142,250,1,535.34
12988,292,1,535.32
16935,382,3,535.1
12810,535,2,534.99
13807,367,3,534.8
13385,330,1,534.57
16785,410,1,533.78
15433,214,2,533.3
15756,61,4,532.96
15825,172,1,532.9399999999999
16021,395,2,532.25
14940,418,2,531.49
16583,374,2,531.4
18159,301,1,530.15
14002,134,2,529.73
18191,262,2,529.4
18011,373,2,527.03
16421,376,3,526.27
15683,117,2,524.54
15891,227,1,524.52
13605,387,2,522.67
12956,306,4,521.89
15689,120,3,521.03
15257,283,2,520.9
14647,201,2,519.97
13977,411,1,519.8100000000001
12777,458,1,519.45
14807,391,2,519.29
12825,521,2,518.63
13600,312,2,518.42
13553,675,1,517.8
12979,729,1,517.7
12977,156,4,517.63
14311,243,2,516.45
13043,273,1,516.42
14429,404,1,516.28
13859,326,2,515.86
18243,414,1,515.78
14949,469,4,515.0
13642,216,4,514.72
12897,205,4,514.25
14722,147,3,513.37
16829,157,2,513.32
17805,74,1,512.31
13177,65,2,512.2
16402,265,2,511.4
14552,152,3,511.28
12361,287,4,511.25
17110,165,3,510.7
13367,432,1,510.2
14008,432,1,509.04
12436,100,1,509.01
12907,396,2,508.91
15417,85,1,508.8
17391,164,2,508.8
14317,65,1,508.58
13067,82,3,508.51
17276,402,1,508.39
17335,384,2,508.0
17415,80,1,507.84
13885,189,2,506.8
13123,473,2,506.75
17630,170,2,503.6
12376,390,2,503.15
12419,386,2,503.01
15138,394,1,502.52
13116,138,1,501.14
12366,634,1,500.24
15193,61,1,499.32
14171,98,2,498.79
17053,131,1,498.48
16820,96,1,497.61
17923,282,3,497.0
12943,558,2,496.5
15300,64,1,496.44
15278,562,4,496.16
16799,432,2,495.98
17995,282,3,495.48
14319,424,1,494.85
17823,421,2,494.25
17333,86,1,494.25
14270,332,1,492.65
15507,172,1,492.36
14310,433,1,492.1
17106,389,1,491.23
14663,430,2,490.6
12983,598,1,490.08
12634,536,2,490.0
17476,396,2,489.86
17715,201,2,489.6
17925,373,1,488.16
18280,278,2,488.15
13412,620,1,487.35
13733,411,2,487.03
13675,151,2,486.8200000000001
15216,88,2,486.09
12855,373,4,485.94
12443,732,1,485.31
15048,65,4,482.75
16603,75,2,482.47
17996,380,3,482.33
12542,484,2,481.88
15174,323,2,481.46
13161,313,2,478.88
15589,256,3,478.53
12447,243,1,476.49
18176,358,1,476.35
15780,184,3,475.28
16552,243,2,475.02
14599,390,2,474.54
14322,429,4,474.1
17104,424,1,474.03
15349,158,2,473.81
16635,407,1,473.0
13194,136,2,472.78
18083,398,1,470.73
14819,64,4,470.16
14058,463,2,469.19
14369,642,2,469.13
15387,492,1,468.65
12554,449,1,468.5
14491,175,2,468.13
14727,274,3,467.93
17294,669,2,467.79
17187,227,2,467.71
14029,63,2,467.66
16390,537,3,467.5
14148,234,2,466.29
13248,125,2,465.68
15036,72,3,465.55
13698,597,2,465.53
17140,247,1,465.3200000000001
17040,138,2,463.25
14627,379,1,462.75
14331,124,2,462.66
18031,379,1,462.1
13624,388,1,462.08
18284,432,1,461.68
14575,488,1,460.71
16310,414,2,460.08
14118,429,1,458.45
13957,418,3,458.25
14011,480,2,457.82
16069,418,1,457.7
12564,261,1,456.9
14296,421,2,456.4
16039,424,2,456.4
12999,196,3,455.88
15585,177,1,455.3
16765,294,2,454.75
17067,725,3,454.54
12459,605,1,454.36
15475,77,1,454.11
16481,682,1,453.38
12729,114,1,453.01
14184,67,1,452.89
15418,425,2,452.32
18100,550,1,451.56
15961,379,1,451.29
12831,262,3,451.11
16870,469,1,450.16
13150,484,3,449.97
13877,86,3,449.68
13489,105,4,449.52
15126,537,2,449.49
15739,66,1,449.12
16939,489,3,449.0
18201,723,1,447.53
16095,456,1,447.05
13754,152,3,447.05
16921,61,3,446.67
14149,221,1,446.62
17070,114,2,445.32
14010,565,2,445.15
18134,598,2,445.0
12788,463,4,444.9
16424,191,2,443.06
16404,70,1,443.05
18222,93,1,443.0
14996,481,2,442.29
17699,477,2,442.0
13738,396,1,440.93
12579,78,1,440.42
18233,326,1,440.0
14979,735,1,439.46
13086,383,1,439.33
17718,232,2,439.18
13432,571,2,439.1
13358,269,1,439.03
13964,387,2,438.9
17729,596,1,438.65
15859,432,1,438.46
13106,133,2,438.46
17807,395,3,437.87
14846,427,1,437.4
15553,60,1,437.23
16888,401,3,437.15
12672,330,2,437.05
14877,418,2,437.0
17178,731,1,436.71
14123,733,1,436.18
16084,299,1,436.18
16166,428,2,435.83
15323,563,3,434.6
14238,326,3,434.23
18029,642,1,433.77
12493,166,2,433.74
15613,610,1,433.72
16522,436,2,433.36
17687,421,1,432.68
16604,563,2,432.4500000000001
16236,78,1,432.2
14042,725,1,431.98
17842,602,1,430.69
15461,461,2,429.7
15230,239,2,429.6
15915,402,1,429.21
15888,81,3,429.16
16324,128,3,428.68
18089,447,1,428.45
17285,628,2,428.34
12740,64,1,427.6
14413,362,3,427.57
18285,661,1,427.0
18152,646,1,426.69
15930,67,1,426.63
14288,213,1,426.6
15966,451,1,426.53
15217,563,1,426.24
13703,318,2,425.56
17103,722,1,424.3
16541,735,1,424.03
16913,290,3,423.91
15504,81,4,423.85
14097,481,2,422.86
13374,415,2,422.8
16137,680,1,422.7
16689,76,2,422.6
17601,239,2,421.48
13574,411,1,421.25
14757,75,1,420.5
15894,253,2,420.29
15711,557,2,420.25
18128,537,1,420.04
13672,301,3,419.92
13442,667,3,419.87
13096,394,1,419.7000000000001
14124,84,1,419.58
15262,324,3,418.82
12593,109,3,418.1
13073,411,2,418.08
15968,388,1,418.05
17701,253,1,417.95
17855,373,1,417.94
16629,74,2,417.73
14762,264,2,417.57
12833,145,1,417.38
17258,397,2,417.3
16957,239,2,416.64
15011,396,2,416.6
16355,375,1,416.35
12930,78,2,415.8
12608,405,1,415.79
14333,68,1,415.2
16752,373,1,415.0
18278,74,2,414.2000000000001
13002,318,3,414.13
14082,365,2,413.36
17662,662,2,412.92
14620,206,2,412.78
18050,359,2,412.06
16272,117,1,411.7
16815,454,2,410.97
15099,84,1,410.48
17598,381,1,409.98
14348,260,1,409.57
15225,234,1,409.4
16864,434,2,409.25
13686,183,3,409.04
12974,198,2,408.95
15446,377,3,406.95
12353,204,2,406.76
16632,486,2,406.4
17000,396,2,406.3
15280,172,3,406.22
15342,130,1,406.09
18111,589,1,405.85
12922,161,1,405.38
13143,585,1,405.1
15941,637,1,405.0
13640,611,1,405.0
16319,218,1,404.4
16484,174,2,404.3
14678,579,1,403.39
17431,313,1,403.3
13530,634,1,402.98
14172,605,3,402.72
16315,331,2,402.71
15037,376,2,402.51
15501,405,2,402.5
17094,322,2,402.2000000000001
16893,367,2,401.77
18048,203,3,401.73
14736,485,2,401.08
14471,591,2,400.95
17168,499,1,400.2
14358,389,2,400.06
16538,541,3,399.62
13252,394,2,399.3
13352,60,1,397.98
17789,281,2,397.15
12824,60,1,397.12
17486,261,1,396.87
13597,400,2,396.71
17918,501,3,396.39
13879,646,1,395.5
17617,559,1,395.33
12677,555,2,395.1
15386,186,1,394.14
12499,560,1,393.72
17300,391,2,393.64
15437,262,2,393.45
16868,394,3,393.39
13584,307,3,392.45
17563,578,2,392.38
16783,437,1,391.95
13966,435,1,390.86
14072,667,1,390.85
14706,619,1,390.69
14197,411,1,390.05
17116,648,1,389.78
18024,153,2,389.78
13345,288,1,389.5
17479,633,1,389.26
12690,206,1,389.01
13896,626,1,388.55
16148,296,2,386.62
14779,281,3,386.15
16492,541,1,385.56
12973,414,1,385.55
12889,381,4,385.46
12829,337,3,385.3
17804,376,3,385.23
14826,582,2,385.2
17171,289,2,384.59
17012,725,1,384.16
16982,61,1,384.06
15155,383,1,383.97
13792,66,3,383.95
12515,353,1,383.7
12547,198,3,383.58
14767,474,1,382.81
17568,633,1,382.79
13997,519,3,382.31
14908,74,2,381.9
16304,695,1,381.66
15090,308,1,381.32
17393,411,2,381.15
17903,394,1,381.09
12796,628,1,381.0
16577,667,1,380.0
17783,72,3,379.91
14200,617,1,379.2
18162,732,1,379.16
16909,72,1,379.14
13372,90,1,378.64
12651,335,4,377.75
12941,724,1,377.49
17717,421,1,376.92
14353,215,3,376.5
14531,480,1,376.34
13688,635,1,375.5
14294,407,1,375.34
14079,125,1,375.1
17810,669,2,374.81
14067,64,2,374.7
13545,391,2,374.64
13351,66,1,373.94
13283,60,4,373.36
17437,530,1,373.17
15337,411,1,373.02
13197,610,1,373.0100000000001
14981,246,2,372.92
15989,376,2,372.51
13164,569,2,372.2
17245,205,2,371.63
18155,75,3,371.62
15472,113,1,371.56
15975,84,1,371.01
15063,213,1,370.8
15765,667,1,370.63
14168,421,2,370.45
17792,467,2,370.05
16758,65,1,369.34
14888,207,1,369.2
15477,650,1,368.4
16448,198,2,367.87
14018,645,1,367.15
13187,337,4,367.01
14962,271,4,366.91
14244,661,1,366.42
12899,414,1,366.4
16974,523,2,365.5
15029,620,1,365.1
17536,177,3,364.83
14886,253,1,364.8
15343,87,1,364.5
16509,297,1,363.7000000000001
14253,493,2,363.4
16078,284,2,362.99
16378,247,3,362.95
14840,268,2,362.71
14122,406,3,362.42
17339,94,3,362.36
18119,368,1,362.24
16259,410,3,361.94
16305,139,1,361.22
18091,593,1,360.85
13274,409,1,360.85
17945,697,3,360.35
18208,566,1,360.08
15008,480,2,360.0
13181,381,1,359.69
17660,141,2,359.47
14926,382,2,359.4
14919,539,1,359.35
15120,134,1,358.82
18003,376,1,358.61
17948,147,1,358.56000000000006
17748,527,1,358.15
13228,81,1,358.0
16606,404,2,357.66
15595,488,1,357.6
12495,641,1,357.4
17967,372,2,357.29
13234,673,2,356.95
14500,88,3,356.85
12996,376,1,355.5
16920,411,1,355.45
14268,471,1,354.85
12888,214,2,354.12
12845,267,4,354.09000000000003
17252,117,2,353.86
12715,106,1,353.86
16323,196,2,353.66
13210,94,1,353.48
13343,178,1,353.43
16382,408,2,353.1
17780,667,3,352.91
17196,428,1,352.9
13765,653,1,352.821
16857,443,1,352.8
15334,157,3,351.67
12566,86,1,351.65
16192,736,1,351.3
16263,423,1,351.01
14252,381,1,350.99
13281,439,1,350.85
17795,180,2,350.39
16476,432,1,350.35
13670,75,1,349.7
13887,204,1,349.55
13550,383,1,349.51
18090,422,1,349.4
18250,310,1,349.27
14545,674,1,349.25
17577,645,2,348.75
15282,570,1,348.59
12760,456,1,347.8
15085,730,1,347.54
16006,211,2,347.17
12441,367,1,347.1
13062,191,1,346.98
12411,410,1,346.9
14724,590,1,345.25
13774,82,1,345.0
14633,266,1,344.90000000000003
18199,684,1,344.75
15519,383,2,344.61
17569,332,1,344.14
16990,219,2,344.0
15047,270,1,343.62
13519,78,2,343.21
18047,381,2,342.69
14989,662,1,342.4
17833,723,1,342.36
17542,270,3,341.7
16585,594,2,341.59000000000003
13347,70,1,341.36
16044,435,1,340.84
15818,588,1,340.5
12900,422,1,340.33000000000004
12698,590,1,339.75
13737,200,1,339.6
14203,397,1,339.34
17697,236,1,338.95000000000005
14630,484,1,338.65
17776,387,2,338.56
17296,730,1,338.13
12869,682,1,337.67
15942,134,1,337.44
12780,599,1,337.4
18269,366,1,337.2
17488,641,1,336.5
13482,232,2,336.09000000000003
16273,648,2,336.04
14196,107,1,335.52
16063,260,1,335.32
14094,440,1,335.22
12489,336,1,334.93
17821,406,1,334.62
12350,310,1,334.40000000000003
17209,649,3,334.4
17607,376,1,333.81
13216,268,1,333.74
14241,184,2,333.70000000000005
14957,253,2,333.29
16234,476,3,333.18
14137,696,1,332.7
16850,334,1,332.41
16803,65,1,332.3
16452,631,2,332.17
17647,65,3,331.66
15512,156,4,331.58
17435,411,1,331.35
16030,310,1,331.24
13981,416,1,331.14
15878,562,2,330.77
17309,95,3,330.59
12807,383,1,330.35
13010,374,2,330.12
15130,170,1,330.11
12850,446,1,330.0
18186,723,1,329.58000000000004
17518,426,2,329.42
17154,75,1,329.34000000000003
16436,668,3,329.34
15979,603,1,329.22
16286,477,2,328.95000000000005
14012,278,1,328.8
15213,319,2,328.35
14747,249,1,328.2
15709,284,2,327.85
15735,421,1,327.68
13498,730,1,327.38
12804,466,2,327.02
12460,456,1,326.65
14070,685,1,326.55
13646,400,2,326.25
17843,303,2,326.23
17439,656,1,325.74
13661,603,1,325.24
15670,297,2,325.2
13801,67,1,324.8
15982,605,1,324.51
12946,437,1,324.45
16685,61,2,324.24
13834,577,2,324.19
15869,277,3,323.66
13025,732,1,323.39
16195,723,1,323.25
14263,423,1,322.93
16627,79,1,322.8
17326,408,2,321.95
15726,390,1,321.91
13111,719,1,321.88
17471,475,1,321.65000000000003
15770,613,1,321.45
14823,180,3,321.43
17182,423,2,321.3
15236,299,1,321.05
12365,291,1,320.69
14622,185,1,320.58000000000004
17991,225,3,320.55
16683,534,1,320.25
13843,381,1,319.75
16967,189,1,319.02
17229,96,2,318.76
15682,599,2,318.24
18253,643,1,317.88
17267,127,2,317.62
15616,438,1,317.11
17689,388,2,317.08
16761,97,1,316.62
15204,357,1,316.58
12529,528,1,316.48
13494,312,1,316.26000000000005
15196,433,2,316.25
17408,163,3,316.09000000000003
12614,278,1,315.6
15042,199,2,315.45000000000005
16091,155,2,315.06
17121,403,1,314.74
14991,430,1,314.67
18206,553,1,314.66
13660,400,1,314.59000000000003
18070,669,1,314.1
13087,726,1,313.64
16582,113,1,313.62
12665,325,3,313.6
17882,379,2,313.46
13845,65,1,312.98
15162,731,1,312.9
13905,733,1,312.65000000000003
13226,273,2,312.46
12834,283,1,312.38
14951,79,1,311.69
12852,295,1,311.55
13990,213,1,311.3
12898,464,2,310.96
15724,201,3,310.85
16328,563,1,310.83000000000004
13400,583,1,310.83
13847,720,1,310.72
16439,722,1,310.70000000000005
12738,372,1,310.7
15185,70,1,310.62
14848,405,1,310.56
14181,411,2,310.55
15308,274,1,310.47
15188,725,1,310.43
13315,689,1,310.26
14749,480,1,310.15
13628,676,1,310.14
16373,382,2,309.49
12884,88,1,309.05
16194,375,1,308.6
14927,397,1,308.2
16524,446,2,308.14
15302,730,1,308.0
15778,431,1,307.95000000000005
13289,724,1,307.95
13529,79,2,307.76
15454,362,2,307.69
14777,404,1,307.56
13060,254,1,307.53000000000003
17120,233,1,307.46
13932,295,1,307.40000000000003
15374,129,2,307.32
14783,659,1,307.3
17721,659,1,307.21000000000004
13036,685,1,307.1
15087,282,1,306.94
17551,359,1,306.84
16649,520,1,306.58
13718,246,2,306.55
17077,578,1,306.0
15135,239,2,305.68
16796,89,1,305.62
16181,73,1,305.54
14990,612,2,305.42
15893,482,1,305.28000000000003
13383,544,1,305.28000000000003
13667,149,1,305.02
18185,249,1,304.25
16217,235,2,304.25
14043,491,2,304.25
17688,394,1,304.2
16489,380,2,303.7
14791,607,1,303.63
14806,75,2,303.43
17207,652,1,303.22
18255,89,2,303.15
16425,302,1,302.7
18165,177,1,302.46
17506,76,1,302.2
15242,422,1,302.04
16297,269,1,301.9
13773,397,2,301.54
13625,597,1,301.26
16437,381,2,301.25
12351,375,1,300.93
16050,174,3,300.7
17556,206,2,300.67
14797,507,1,300.31
17766,381,2,299.61
12864,138,2,299.57
12595,505,1,299.02
17124,185,1,298.89
15609,184,1,298.48
15098,182,1,297.0
14835,529,2,297.0
13708,271,1,296.88
14985,198,2,296.75
17627,479,1,296.36
13751,288,1,296.25
13504,64,1,295.93
15962,449,1,295.83
14269,439,1,295.73
14614,386,1,295.13
16252,383,1,295.09000000000003
16579,426,1,295.05
17057,596,1,294.74
15041,170,2,294.02
17927,722,1,294.0
15718,540,1,293.79
14192,388,1,293.74
15928,656,1,293.53000000000003
17710,424,1,293.5
17441,732,1,293.35
16721,262,1,292.47
16543,592,1,292.21
16615,626,1,291.5
18182,463,1,291.13
15391,584,1,289.87
16897,299,2,289.78000000000003
13796,499,1,289.7
14433,466,1,289.6
14162,174,2,289.36
17501,221,2,288.6
16808,99,2,288.42
13616,568,2,288.1
16432,64,1,287.40000000000003
17497,390,2,287.25
13508,244,2,287.05
13909,423,2,286.6
14183,411,2,286.29
14660,87,2,285.74
14402,652,1,285.6
16890,477,3,285.41
12487,731,1,285.3
17355,386,1,285.11
16429,106,1,284.55
15445,264,2,284.5
15354,603,3,284.4
12851,97,2,284.13
15662,661,2,283.73
13121,269,1,283.73
15338,677,1,283.43
15936,379,2,282.79
13511,677,1,282.76
12771,486,1,282.3
17072,625,1,282.05
13326,432,1,281.76000000000005
13679,494,3,281.26
15772,418,1,280.88
13080,179,4,280.73
14242,235,2,280.55
